SceneName;GyroQuaternion_W;GyroQuaternion_X;GyroQuaternion_Y;GyroQuaternion_Z;Flex Thumb;Flex Index;Flex Middle;HandPoz_X;HandPoz_Y;HandPoz_Z;HandRot_X;HandRot_Y;HandRot_Z;ThumbRot_Z;IndexRot_X;MiddleRot_X;Hand Condition;Time;Timestamp
SceneName;5?>*......>......1.00;0.00;0.00;0.00;631;724;727;-0.7058;1.402421;-0.03080001;0;0;0;350;59.99999;59.99999;Normal;0;0
SceneName;1.00;0.00;0.00;0.00;630;723;727;-0.7058;1.402421;-0.03080001;0;0;0;0;0;0;Normal;0.02;0.02
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.2;Normal;0.3333333;0.3533334
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.1393346;0.4926679
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.03420219;0.5268701
SceneName;1.00;0.00;0.00;0.00;630;723;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.006990135;0.5338603
SceneName;1.00;0.00;0.00;0.00;630;723;728;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.2;Normal;0.02639169;0.560252
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;348.8;Normal;0.01791769;0.5781696
SceneName;1.00;0.00;0.00;0.00;631;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.02226669;0.6004363
SceneName;1.00;0.00;0.00;0.00;630;723;727;-0.7058;1.402421;-0.03080001;0;0;0;354.44;350.4;349.2;Normal;0.0210588;0.6214951
SceneName;1.00;0.00;0.00;0.00;630;723;728;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.2;Normal;0.0218907;0.6433858
SceneName;1.00;0.00;0.00;0.00;630;723;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;348.8;Normal;0.02360564;0.6669915
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.2;Normal;0.01981026;0.6868017
SceneName;1.00;0.00;0.00;0.00;630;723;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.0253967;0.7121984
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.2;Normal;0.01802284;0.7302213
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.02195436;0.7521756
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.005939126;0.7581148
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.004528582;0.7626433
SceneName;1.00;0.00;0.00;0.00;630;723;726;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.004165232;0.7668086
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.8;349.6;Normal;0.004700661;0.7715092
SceneName;1.00;0.00;0.00;0.00;630;724;727;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.004052103;0.7755613
SceneName;1.00;0.00;0.00;0.00;630;723;728;-0.7058;1.402421;-0.03080001;0;0;0;354.2;350.4;349.2;Normal;0.004620194;0.7801815
