SceneName;GyroQuaternion_W;GyroQuaternion_X;GyroQuaternion_Y;GyroQuaternion_Z;Flex Thumb;Flex Index;Flex Middle;HandPoz_X;HandPoz_Y;HandPoz_Z;HandRot_X;HandRot_Y;HandRot_Z;ThumbRot_Z;IndexRot_X;MiddleRot_X;Hand Condition;Time;Timestamp
SceneName;0?>*......>......1.00,0.00,0.00,0.00,670,622,599;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;4,1992027;2024-05-24 15:05:12.861
SceneName;1.00,0.00,0.00,0.00,670,622,602;;-0.7058;2.302422;0.01919999;0;0;0;0;0;0;Normal;4,2400677;2024-05-24 15:05:12.901
SceneName;1.00,0.00,0.00,0.00,670,622,604;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;63.89475;Normal;5,0016331;2024-05-24 15:05:13.663
SceneName;1.00,0.00,0.00,0.00,670,622,604;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.78948;Normal;5,0828456;2024-05-24 15:05:13.744
SceneName;1.00,0.00,0.00,0.00,670,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.78948;Normal;5,1098706;2024-05-24 15:05:13.771
SceneName;1.00,0.00,0.00,0.00,670,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.23685;Normal;5,1254319;2024-05-24 15:05:13.787
SceneName;1.00,0.00,0.00,0.00,670,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.23685;Normal;5,1400567;2024-05-24 15:05:13.801
SceneName;1.00,0.00,0.00,0.00,670,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.23685;Normal;5,1551953;2024-05-24 15:05:13.816
SceneName;1.00,0.00,0.00,0.00,669,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.5454;51.41176;62.23685;Normal;5,1733352;2024-05-24 15:05:13.834
SceneName;1.00,0.00,0.00,0.00,669,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.2727;51.41176;62.23685;Normal;5,1894407;2024-05-24 15:05:13.851
SceneName;1.00,0.00,0.00,0.00,669,622,605;;-0.7058;2.302422;0.01919999;0;0;0;359.2727;51.41176;62.23685;Normal;5,2210488;2024-05-24 15:05:13.882
