SceneName;GyroQuaternion_W;GyroQuaternion_X;GyroQuaternion_Y;GyroQuaternion_Z;Flex Thumb;Flex Index;Flex Middle;HandPoz_X;HandPoz_Y;HandPoz_Z;HandRot_X;HandRot_Y;HandRot_Z;ThumbRot_Z;IndexRot_X;MiddleRot_X;Hand Condition;Time;Timestamp
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;0,0169483;2024-05-24 14:43:37.908
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;0,0686232;2024-05-24 14:43:37.959
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;0,9053166;2024-05-24 14:43:38.796
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;0,9702022;2024-05-24 14:43:38.861
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;0,9922472;2024-05-24 14:43:38.883
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0062812;2024-05-24 14:43:38.897
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,026162;2024-05-24 14:43:38.917
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0336726;2024-05-24 14:43:38.925
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0391886;2024-05-24 14:43:38.930
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0457117;2024-05-24 14:43:38.937
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0517283;2024-05-24 14:43:38.943
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0567797;2024-05-24 14:43:38.948
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0653058;2024-05-24 14:43:38.956
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,071319;2024-05-24 14:43:38.962
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0800508;2024-05-24 14:43:38.971
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0865732;2024-05-24 14:43:38.977
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0915733;2024-05-24 14:43:38.982
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,0980959;2024-05-24 14:43:38.989
SceneName;;;-0.7058;2.302422;0.01919999;70.00002;340;338;350;59.99999;59.99999;Normal;1,1056036;2024-05-24 14:43:38.996
