SceneName,GyroQuaternion_W,GyroQuaternion_X,GyroQuaternion_Y,GyroQuaternion_Z,Flex Thumb,Flex Index,Flex Middle,HandPoz_X,HandPoz_Y,HandPoz_Z,HandRot_X,HandRot_Y,HandRot_Z,ThumbRot_Z,IndexRot_X,MiddleRot_X,Hand Condition,Time,Timestamp
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
SceneName,,-0,7058,2,302422,0,01919999,70,00002,340,338,350,59,99999,59,99999
