SceneName;GyroQuaternion_W;GyroQuaternion_X;GyroQuaternion_Y;GyroQuaternion_Z;Flex Thumb;Flex Index;Flex Middle;HandPoz_X;HandPoz_Y;HandPoz_Z;HandRot_X;HandRot_Y;HandRot_Z;ThumbRot_Z;IndexRot_X;MiddleRot_X;Hand Condition;Time;Timestamp
SceneName;>*......>......1.00;0.00;0.00;0.00;656;656;641;-0.7058;2.302422;0.01919999;0;0;0;350;59.99999;59.99999;Normal;0;0
SceneName;1.00;0.00;0.00;0.00;656;656;640;-0.7058;2.302422;0.01919999;0;0;0;0;0;0;Normal;0.02;0.02
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;42.89473;Normal;0.3333333;0.3533334
SceneName;1.00;0.00;0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.09242988;0.4457632
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.02483541;0.4705986
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.01605549;0.4866541
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.01689813;0.5035523
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.02469176;0.528244
SceneName;1.00;0.00;0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.006654739;0.5348988
SceneName;1.00;0.00;0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.005575776;0.5404745
SceneName;1.00;0.00;0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.005962789;0.5464373
SceneName;1.00;0.00;0.00;0.00;657;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.0052194;0.5516567
SceneName;1.00;0.00;0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;44.00001;Normal;0.004940808;0.5565975
SceneName;1.00;0.00;0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.00523603;0.5618336
SceneName;1.00;0.00;0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.005100608;0.5669342
SceneName;1.00;0.00;0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.004621983;0.5715562
SceneName;1.00;0.00;0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.004704773;0.5762609
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.004773796;0.5810347
SceneName;1.00;0.00;-0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.005065143;0.5860999
SceneName;1.00;0.00;-0.00;0.00;656;656;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.004592955;0.5906928
SceneName;1.00;0.00;-0.00;0.00;657;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;43.44737;Normal;0.00501132;0.5957041
SceneName;1.00;0.00;-0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;30.41175;44.00001;Normal;0.004703701;0.6004078
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.004989326;0.6053972
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004571259;0.6099684
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004479349;0.6144478
SceneName;1.00;0.00;-0.00;0.00;656;654;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004591286;0.6190391
SceneName;1.00;0.00;-0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.64706;44.00001;Normal;0.004709601;0.6237487
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.005000591;0.6287493
SceneName;1.00;0.00;-0.00;0.00;656;656;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.00462997;0.6333792
SceneName;1.00;0.00;-0.00;0.00;657;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.55262;Normal;0.004714906;0.6380941
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;44.00001;Normal;0.004521728;0.6426159
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.00483048;0.6474463
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004577994;0.6520243
SceneName;1.00;0.00;-0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004422843;0.6564472
SceneName;1.00;0.00;-0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.004472971;0.6609201
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.004692614;0.6656128
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004615903;0.6702287
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004770458;0.6749991
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004475951;0.6794751
SceneName;1.00;0.00;-0.00;0.00;657;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004544675;0.6840197
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;44.00001;Normal;0.005050421;0.6890702
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004414678;0.6934848
SceneName;1.00;0.00;-0.00;0.00;657;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004286706;0.6977715
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;44.00001;Normal;0.004572809;0.7023444
SceneName;1.00;0.00;-0.00;0.00;656;654;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004826963;0.7071713
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.64706;44.00001;Normal;0.007048428;0.7142197
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004612267;0.718832
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.00485003;0.723682
SceneName;1.00;0.00;-0.00;0.00;656;655;637;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004875481;0.7285575
SceneName;1.00;0.00;-0.00;0.00;657;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.55262;Normal;0.004651129;0.7332087
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;44.00001;Normal;0.004777372;0.737986
SceneName;1.00;0.00;-0.00;0.00;657;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004478335;0.7424644
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;356;31.02942;43.44737;Normal;0.004888952;0.7473533
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004448414;0.7518017
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004387915;0.7561896
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.007430911;0.7636206
SceneName;1.00;0.00;-0.00;0.00;656;655;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.006303966;0.7699245
SceneName;1.00;0.00;-0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;44.00001;Normal;0.004543006;0.7744675
SceneName;1.00;0.00;0.00;0.00;656;656;638;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004834294;0.7793018
SceneName;1.00;0.00;0.00;0.00;656;656;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;44.00001;Normal;0.004740238;0.7840421
SceneName;1.00;0.00;0.00;0.00;656;655;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;43.44737;Normal;0.005265296;0.7893074
SceneName;1.00;0.00;0.00;0.00;656;657;640;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;31.02942;43.44737;Normal;0.005201161;0.7945085
SceneName;1.00;0.00;0.00;0.00;656;657;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;29.79411;42.89473;Normal;0.005361855;0.7998704
SceneName;1.00;0.00;0.00;0.00;656;656;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;29.79411;43.44737;Normal;0.005158782;0.8050292
SceneName;1.00;0.00;0.00;0.00;656;657;639;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;30.41175;43.44737;Normal;0.005191207;0.8102204
SceneName;1.00;-0.00;0.01;0.00;655;657;640;-0.7058;2.302422;0.01919999;65.18579;141.9237;144.5834;355.7273;29.79411;43.44737;Normal;0.0083583;0.8185787
SceneName;1.00;-0.00;0.01;0.00;656;657;640;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.4546;29.79411;42.89473;Normal;0.005695879;0.8242745
SceneName;1.00;-0.00;0.01;0.00;656;658;640;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.7273;29.79411;42.89473;Normal;0.006519377;0.8307939
SceneName;1.00;-0.00;0.01;0.00;655;658;640;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.7273;29.17647;42.89473;Normal;0.005380929;0.8361748
SceneName;1.00;-0.00;0.01;0.00;655;657;640;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.4546;29.17647;42.89473;Normal;0.004623771;0.8407986
SceneName;1.00;-0.00;0.01;0.00;656;656;640;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.4546;29.79411;42.89473;Normal;0.005382001;0.8461806
SceneName;1.00;-0.00;0.01;0.00;655;656;639;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.7273;30.41175;42.89473;Normal;0.004881144;0.8510618
SceneName;1.00;-0.00;0.01;0.00;656;656;639;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.4546;30.41175;43.44737;Normal;0.004954457;0.8560162
SceneName;1.00;-0.00;0.01;0.00;655;656;638;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.7273;30.41175;43.44737;Normal;0.004930735;0.860947
SceneName;1.00;-0.00;0.01;0.00;656;655;638;-0.7058;2.302422;0.01919999;64.5057;139.7538;142.6191;355.4546;30.41175;44.00001;Normal;0.005285203;0.8662322
