Timestamp;Event;PosX;PosY;PosZ;RotX;RotY;RotZ;RotW
05/18/2024 21:45:16;End;-0.13;0.01;0.02;0;0;1;0
05/18/2024 21:45:16;Difference;-0.12;0;0;0;0;0;1
05/18/2024 21:45:27;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:27;Difference;0.13;0;0;0;0;0;1
05/18/2024 21:45:27;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:27;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:27;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:27;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:28;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:28;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:29;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:29;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:29;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:29;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:29;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:29;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:29;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:29;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:29;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:29;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:30;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:30;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:30;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:30;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:30;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:30;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:32;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:45:32;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:42;End;-0.03;0.02;0.02;0;0;0.93;0.36
05/18/2024 21:45:42;Difference;-0.07;-0.01;0;0;0;-0.8;0.6
05/18/2024 21:45:48;End;0.04;0.04;0.02;0;0;0.74;-0.67
05/18/2024 21:45:48;Difference;0.01;0.02;0;0;0;0.23;0.97
05/18/2024 21:45:52;End;0.05;0.05;0.02;0;0;0.69;-0.72
05/18/2024 21:45:52;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:54;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:54;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:55;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:55;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:55;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:55;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:56;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:56;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:57;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:57;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:57;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:57;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:57;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:45:59;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:45:59;Difference;0;0;0;0;0;0;1
05/18/2024 21:46:00;End;0.02;0.09;0.02;0;0;-0.21;0.98
05/18/2024 21:46:00;Difference;0;0;0;0;0;0;1
