Timestamp;Event;PosX;PosY;PosZ;RotX;RotY;RotZ;RotW
05/18/2024 21:44:43;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:43;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:46;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:46;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:48;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:48;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:50;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:50;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:50;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:50;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:51;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:51;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:51;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:51;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:51;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:51;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:51;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:51;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:51;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:51;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:53;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:53;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:55;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:55;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:56;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:56;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:56;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:56;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:56;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
05/18/2024 21:44:57;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:44:57;Difference;0;0;0;0;0;0;1
