Timestamp;Event;PosX;PosY;PosZ;RotX;RotY;RotZ;RotW
05/18/2024 21:42:11;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:11;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:13;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:13;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:16;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:16;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:16;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:16;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:17;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:17;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:18;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:18;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:19;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:19;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:19;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:19;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:20;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:20;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:20;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:20;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:21;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:21;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:21;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:21;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:22;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:22;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:22;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:22;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:23;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:23;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:23;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:23;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:23;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:23;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:23;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:23;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:24;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:24;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:24;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:24;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:24;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:24;Difference;0;0;0;0;0;0;1
05/18/2024 21:42:25;End;0;0.01;0.02;0;0;1;0
05/18/2024 21:42:25;Difference;0;0;0;0;0;0;1
